From,To,Hour,Fuel,Value,Technology
NO,DK,104,Coal,-0.0,Export
DK,DK,104,Coal,-0.0,Export
UK,DK,104,Coal,-0.0,Export
DE,UK,104,Coal,-0.0,Export
FR,UK,104,Coal,-0.0,Export
NO,UK,104,Coal,-0.0,Export
DK,UK,104,Coal,-0.0,Export
UK,UK,104,Coal,-0.0,Export
DE,DE,105,Coal,-0.0,Export
FR,DE,105,Coal,-0.0,Export
NO,DE,105,Coal,-0.0,Export
DK,DE,105,Coal,-0.0,Export
UK,DE,105,Coal,-0.0,Export
DE,FR,105,Coal,-0.0,Export
FR,FR,105,Coal,-0.0,Export
NO,FR,105,Coal,-0.0,Export
DK,FR,105,Coal,-0.0,Export
UK,FR,105,Coal,-0.0,Export
DE,NO,105,Coal,-0.0,Export
FR,NO,105,Coal,-0.0,Export
NO,NO,105,Coal,-0.0,Export
DK,NO,105,Coal,-0.0,Export
UK,NO,105,Coal,-0.0,Export
DE,DK,105,Coal,-0.0,Export
FR,DK,105,Coal,-0.0,Export
NO,DK,105,Coal,-0.0,Export
DK,DK,105,Coal,-0.0,Export
UK,DK,105,Coal,-0.0,Export
DE,UK,105,Coal,-0.0,Export
FR,UK,105,Coal,-0.0,Export
NO,UK,105,Coal,-0.0,Export
DK,UK,105,Coal,-0.0,Export
UK,UK,105,Coal,-0.0,Export
DE,DE,106,Coal,-0.0,Export
FR,DE,106,Coal,-0.0,Export
NO,DE,106,Coal,-0.0,Export
DK,DE,106,Coal,-0.0,Export
UK,DE,106,Coal,-0.0,Export
DE,FR,106,Coal,-0.0,Export
FR,FR,106,Coal,-0.0,Export
NO,FR,106,Coal,-0.0,Export
DK,FR,106,Coal,-0.0,Export
UK,FR,106,Coal,-0.0,Export
DE,NO,106,Coal,-0.0,Export
FR,NO,106,Coal,-0.0,Export
NO,NO,106,Coal,-0.0,Export
DK,NO,106,Coal,-0.0,Export
UK,NO,106,Coal,-0.0,Export
DE,DK,106,Coal,-0.0,Export
FR,DK,106,Coal,-0.0,Export
NO,DK,106,Coal,-0.0,Export
DK,DK,106,Coal,-0.0,Export
UK,DK,106,Coal,-0.0,Export
DE,UK,106,Coal,-0.0,Export
FR,UK,106,Coal,-0.0,Export
NO,UK,106,Coal,-0.0,Export
DK,UK,106,Coal,-0.0,Export
UK,UK,106,Coal,-0.0,Export
DE,DE,107,Coal,-0.0,Export
FR,DE,107,Coal,-0.0,Export
NO,DE,107,Coal,-0.0,Export
DK,DE,107,Coal,-0.0,Export
UK,DE,107,Coal,-0.0,Export
DE,FR,107,Coal,-0.0,Export
FR,FR,107,Coal,-0.0,Export
NO,FR,107,Coal,-0.0,Export
DK,FR,107,Coal,-0.0,Export
UK,FR,107,Coal,-0.0,Export
DE,NO,107,Coal,-0.0,Export
FR,NO,107,Coal,-0.0,Export
NO,NO,107,Coal,-0.0,Export
DK,NO,107,Coal,-0.0,Export
UK,NO,107,Coal,-0.0,Export
DE,DK,107,Coal,-0.0,Export
FR,DK,107,Coal,-0.0,Export
NO,DK,107,Coal,-0.0,Export
DK,DK,107,Coal,-0.0,Export
UK,DK,107,Coal,-0.0,Export
DE,UK,107,Coal,-0.0,Export
FR,UK,107,Coal,-0.0,Export
NO,UK,107,Coal,-0.0,Export
DK,UK,107,Coal,-0.0,Export
UK,UK,107,Coal,-0.0,Export
DE,DE,108,Coal,-0.0,Export
FR,DE,108,Coal,-0.0,Export
NO,DE,108,Coal,-0.0,Export
DK,DE,108,Coal,-0.0,Export
UK,DE,108,Coal,-0.0,Export
DE,FR,108,Coal,-0.0,Export
FR,FR,108,Coal,-0.0,Export
NO,FR,108,Coal,-0.0,Export
DK,FR,108,Coal,-0.0,Export
UK,FR,108,Coal,-0.0,Export
DE,NO,108,Coal,-0.0,Export
FR,NO,108,Coal,-0.0,Export
NO,NO,108,Coal,-0.0,Export
DK,NO,108,Coal,-0.0,Export
UK,NO,108,Coal,-0.0,Export
DE,DK,108,Coal,-0.0,Export
FR,DK,108,Coal,-0.0,Export
NO,DK,108,Coal,-0.0,Export
DK,DK,108,Coal,-0.0,Export
UK,DK,108,Coal,-0.0,Export
DE,UK,108,Coal,-0.0,Export
FR,UK,108,Coal,-0.0,Export
NO,UK,108,Coal,-0.0,Export
DK,UK,108,Coal,-0.0,Export
UK,UK,108,Coal,-0.0,Export
DE,DE,109,Coal,-0.0,Export
FR,DE,109,Coal,-0.0,Export
NO,DE,109,Coal,-0.0,Export
DK,DE,109,Coal,-0.0,Export
UK,DE,109,Coal,-0.0,Export
DE,FR,109,Coal,-0.0,Export
FR,FR,109,Coal,-0.0,Export
NO,FR,109,Coal,-0.0,Export
DK,FR,109,Coal,-0.0,Export
UK,FR,109,Coal,-0.0,Export
DE,NO,109,Coal,-0.0,Export
FR,NO,109,Coal,-0.0,Export
NO,NO,109,Coal,-0.0,Export
DK,NO,109,Coal,-0.0,Export
UK,NO,109,Coal,-0.0,Export
DE,DK,109,Coal,-0.0,Export
FR,DK,109,Coal,-0.0,Export
NO,DK,109,Coal,-0.0,Export
DK,DK,109,Coal,-0.0,Export
UK,DK,109,Coal,-0.0,Export
DE,UK,109,Coal,-0.0,Export
FR,UK,109,Coal,-0.0,Export
NO,UK,109,Coal,-0.0,Export
DK,UK,109,Coal,-0.0,Export
UK,UK,109,Coal,-0.0,Export
DE,DE,110,Coal,-0.0,Export
FR,DE,110,Coal,-0.0,Export
NO,DE,110,Coal,-0.0,Export
DK,DE,110,Coal,-0.0,Export
UK,DE,110,Coal,-0.0,Export
DE,FR,110,Coal,-0.0,Export
FR,FR,110,Coal,-0.0,Export
NO,FR,110,Coal,-0.0,Export
DK,FR,110,Coal,-0.0,Export
UK,FR,110,Coal,-0.0,Export
DE,NO,110,Coal,-0.0,Export
FR,NO,110,Coal,-0.0,Export
NO,NO,110,Coal,-0.0,Export
DK,NO,110,Coal,-0.0,Export
UK,NO,110,Coal,-0.0,Export
DE,DK,110,Coal,-0.0,Export
FR,DK,110,Coal,-0.0,Export
NO,DK,110,Coal,-0.0,Export
DK,DK,110,Coal,-0.0,Export
UK,DK,110,Coal,-0.0,Export
DE,UK,110,Coal,-0.0,Export
FR,UK,110,Coal,-0.0,Export
NO,UK,110,Coal,-0.0,Export
DK,UK,110,Coal,-0.0,Export
UK,UK,110,Coal,-0.0,Export
DE,DE,111,Coal,-0.0,Export
FR,DE,111,Coal,-0.0,Export
NO,DE,111,Coal,-0.0,Export
DK,DE,111,Coal,-0.0,Export
UK,DE,111,Coal,-0.0,Export
DE,FR,111,Coal,-0.0,Export
FR,FR,111,Coal,-0.0,Export
NO,FR,111,Coal,-0.0,Export
DK,FR,111,Coal,-0.0,Export
UK,FR,111,Coal,-0.0,Export
DE,NO,111,Coal,-0.0,Export
FR,NO,111,Coal,-0.0,Export
NO,NO,111,Coal,-0.0,Export
DK,NO,111,Coal,-0.0,Export
UK,NO,111,Coal,-0.0,Export
DE,DK,111,Coal,-0.0,Export
FR,DK,111,Coal,-0.0,Export
NO,DK,111,Coal,-0.0,Export
DK,DK,111,Coal,-0.0,Export
UK,DK,111,Coal,-0.0,Export
DE,UK,111,Coal,-0.0,Export
FR,UK,111,Coal,-0.0,Export
NO,UK,111,Coal,-0.0,Export
DK,UK,111,Coal,-0.0,Export
UK,UK,111,Coal,-0.0,Export
DE,DE,112,Coal,-0.0,Export
FR,DE,112,Coal,-0.0,Export
NO,DE,112,Coal,-0.0,Export
DK,DE,112,Coal,-0.0,Export
UK,DE,112,Coal,-0.0,Export
DE,FR,112,Coal,-0.0,Export
FR,FR,112,Coal,-0.0,Export
NO,FR,112,Coal,-0.0,Export
DK,FR,112,Coal,-0.0,Export
UK,FR,112,Coal,-0.0,Export
DE,NO,112,Coal,-0.0,Export
FR,NO,112,Coal,-0.0,Export
NO,NO,112,Coal,-0.0,Export
DK,NO,112,Coal,-0.0,Export
UK,NO,112,Coal,-0.0,Export
DE,DK,112,Coal,-0.0,Export
FR,DK,112,Coal,-0.0,Export
NO,DK,112,Coal,-0.0,Export
DK,DK,112,Coal,-0.0,Export
UK,DK,112,Coal,-0.0,Export
DE,UK,112,Coal,-0.0,Export
FR,UK,112,Coal,-0.0,Export
NO,UK,112,Coal,-0.0,Export
DK,UK,112,Coal,-0.0,Export
UK,UK,112,Coal,-0.0,Export
DE,DE,113,Coal,-0.0,Export
FR,DE,113,Coal,-0.0,Export
NO,DE,113,Coal,-0.0,Export
DK,DE,113,Coal,-0.0,Export
UK,DE,113,Coal,-0.0,Export
DE,FR,113,Coal,-0.0,Export
FR,FR,113,Coal,-0.0,Export
NO,FR,113,Coal,-0.0,Export
DK,FR,113,Coal,-0.0,Export
UK,FR,113,Coal,-0.0,Export
DE,NO,113,Coal,-0.0,Export
FR,NO,113,Coal,-0.0,Export
NO,NO,113,Coal,-0.0,Export
DK,NO,113,Coal,-0.0,Export
UK,NO,113,Coal,-0.0,Export
DE,DK,113,Coal,-0.0,Export
FR,DK,113,Coal,-0.0,Export
NO,DK,113,Coal,-0.0,Export
DK,DK,113,Coal,-0.0,Export
UK,DK,113,Coal,-0.0,Export
DE,UK,113,Coal,-0.0,Export
FR,UK,113,Coal,-0.0,Export
NO,UK,113,Coal,-0.0,Export
DK,UK,113,Coal,-0.0,Export
UK,UK,113,Coal,-0.0,Export
DE,DE,114,Coal,-0.0,Export
FR,DE,114,Coal,-0.0,Export
NO,DE,114,Coal,-0.0,Export
DK,DE,114,Coal,-0.0,Export
UK,DE,114,Coal,-0.0,Export
DE,FR,114,Coal,-0.0,Export
FR,FR,114,Coal,-0.0,Export
NO,FR,114,Coal,-0.0,Export
DK,FR,114,Coal,-0.0,Export
UK,FR,114,Coal,-0.0,Export
DE,NO,114,Coal,-0.0,Export
FR,NO,114,Coal,-0.0,Export
NO,NO,114,Coal,-0.0,Export
DK,NO,114,Coal,-0.0,Export
UK,NO,114,Coal,-0.0,Export
DE,DK,114,Coal,-0.0,Export
FR,DK,114,Coal,-0.0,Export
NO,DK,114,Coal,-0.0,Export
DK,DK,114,Coal,-0.0,Export
UK,DK,114,Coal,-0.0,Export
DE,UK,114,Coal,-0.0,Export
FR,UK,114,Coal,-0.0,Export
NO,UK,114,Coal,-0.0,Export
DK,UK,114,Coal,-0.0,Export
UK,UK,114,Coal,-0.0,Export
DE,DE,115,Coal,-0.0,Export
FR,DE,115,Coal,-0.0,Export
NO,DE,115,Coal,-0.0,Export
DK,DE,115,Coal,-0.0,Export
UK,DE,115,Coal,-0.0,Export
DE,FR,115,Coal,-0.0,Export
FR,FR,115,Coal,-0.0,Export
NO,FR,115,Coal,-0.0,Export
DK,FR,115,Coal,-0.0,Export
UK,FR,115,Coal,-0.0,Export
DE,NO,115,Coal,-0.0,Export
FR,NO,115,Coal,-0.0,Export
NO,NO,115,Coal,-0.0,Export
DK,NO,115,Coal,-0.0,Export
UK,NO,115,Coal,-0.0,Export
DE,DK,115,Coal,-0.0,Export
FR,DK,115,Coal,-0.0,Export
NO,DK,115,Coal,-0.0,Export
DK,DK,115,Coal,-0.0,Export
UK,DK,115,Coal,-0.0,Export
DE,UK,115,Coal,-0.0,Export
FR,UK,115,Coal,-0.0,Export
NO,UK,115,Coal,-0.0,Export
DK,UK,115,Coal,-0.0,Export
UK,UK,115,Coal,-0.0,Export
DE,DE,116,Coal,-0.0,Export
FR,DE,116,Coal,-0.0,Export
NO,DE,116,Coal,-0.0,Export
DK,DE,116,Coal,-0.0,Export
UK,DE,116,Coal,-0.0,Export
DE,FR,116,Coal,-0.0,Export
FR,FR,116,Coal,-0.0,Export
NO,FR,116,Coal,-0.0,Export
DK,FR,116,Coal,-0.0,Export
UK,FR,116,Coal,-0.0,Export
DE,NO,116,Coal,-0.0,Export
FR,NO,116,Coal,-0.0,Export
NO,NO,116,Coal,-0.0,Export
DK,NO,116,Coal,-0.0,Export
UK,NO,116,Coal,-0.0,Export
DE,DK,116,Coal,-0.0,Export
FR,DK,116,Coal,-0.0,Export
NO,DK,116,Coal,-0.0,Export
DK,DK,116,Coal,-0.0,Export
UK,DK,116,Coal,-0.0,Export
DE,UK,116,Coal,-0.0,Export
FR,UK,116,Coal,-0.0,Export
NO,UK,116,Coal,-0.0,Export
DK,UK,116,Coal,-0.0,Export
UK,UK,116,Coal,-0.0,Export
DE,DE,117,Coal,-0.0,Export
FR,DE,117,Coal,-0.0,Export
NO,DE,117,Coal,-0.0,Export
DK,DE,117,Coal,-0.0,Export
UK,DE,117,Coal,-0.0,Export
DE,FR,117,Coal,-0.0,Export
FR,FR,117,Coal,-0.0,Export
NO,FR,117,Coal,-0.0,Export
DK,FR,117,Coal,-0.0,Export
UK,FR,117,Coal,-0.0,Export
DE,NO,117,Coal,-0.0,Export
FR,NO,117,Coal,-0.0,Export
NO,NO,117,Coal,-0.0,Export
DK,NO,117,Coal,-0.0,Export
UK,NO,117,Coal,-0.0,Export
DE,DK,117,Coal,-0.0,Export
FR,DK,117,Coal,-0.0,Export
NO,DK,117,Coal,-0.0,Export
DK,DK,117,Coal,-0.0,Export
UK,DK,117,Coal,-0.0,Export
DE,UK,117,Coal,-0.0,Export
FR,UK,117,Coal,-0.0,Export
NO,UK,117,Coal,-0.0,Export
DK,UK,117,Coal,-0.0,Export
UK,UK,117,Coal,-0.0,Export
DE,DE,118,Coal,-0.0,Export
FR,DE,118,Coal,-0.0,Export
NO,DE,118,Coal,-0.0,Export
DK,DE,118,Coal,-0.0,Export
UK,DE,118,Coal,-0.0,Export
DE,FR,118,Coal,-0.0,Export
FR,FR,118,Coal,-0.0,Export
NO,FR,118,Coal,-0.0,Export
DK,FR,118,Coal,-0.0,Export
UK,FR,118,Coal,-0.0,Export
DE,NO,118,Coal,-0.0,Export
FR,NO,118,Coal,-0.0,Export
NO,NO,118,Coal,-0.0,Export
DK,NO,118,Coal,-0.0,Export
UK,NO,118,Coal,-0.0,Export
DE,DK,118,Coal,-0.0,Export
FR,DK,118,Coal,-0.0,Export
NO,DK,118,Coal,-0.0,Export
DK,DK,118,Coal,-0.0,Export
UK,DK,118,Coal,-0.0,Export
DE,UK,118,Coal,-0.0,Export
FR,UK,118,Coal,-0.0,Export
NO,UK,118,Coal,-0.0,Export
DK,UK,118,Coal,-0.0,Export
UK,UK,118,Coal,-0.0,Export
DE,DE,119,Coal,-0.0,Export
FR,DE,119,Coal,-0.0,Export
NO,DE,119,Coal,-0.0,Export
DK,DE,119,Coal,-0.0,Export
UK,DE,119,Coal,-0.0,Export
DE,FR,119,Coal,-0.0,Export
FR,FR,119,Coal,-0.0,Export
NO,FR,119,Coal,-0.0,Export
DK,FR,119,Coal,-0.0,Export
UK,FR,119,Coal,-0.0,Export
DE,NO,119,Coal,-0.0,Export
FR,NO,119,Coal,-0.0,Export
NO,NO,119,Coal,-0.0,Export
DK,NO,119,Coal,-0.0,Export
UK,NO,119,Coal,-0.0,Export
DE,DK,119,Coal,-0.0,Export
FR,DK,119,Coal,-0.0,Export
NO,DK,119,Coal,-0.0,Export
DK,DK,119,Coal,-0.0,Export
UK,DK,119,Coal,-0.0,Export
DE,UK,119,Coal,-0.0,Export
FR,UK,119,Coal,-0.0,Export
NO,UK,119,Coal,-0.0,Export
DK,UK,119,Coal,-0.0,Export
UK,UK,119,Coal,-0.0,Export
DE,DE,120,Coal,-0.0,Export
FR,DE,120,Coal,-0.0,Export
NO,DE,120,Coal,-0.0,Export
DK,DE,120,Coal,-0.0,Export
UK,DE,120,Coal,-0.0,Export
DE,FR,120,Coal,-0.0,Export
FR,FR,120,Coal,-0.0,Export
NO,FR,120,Coal,-0.0,Export
DK,FR,120,Coal,-0.0,Export
UK,FR,120,Coal,-0.0,Export
DE,NO,120,Coal,-0.0,Export
FR,NO,120,Coal,-0.0,Export
NO,NO,120,Coal,-0.0,Export
DK,NO,120,Coal,-0.0,Export
UK,NO,120,Coal,-0.0,Export
DE,DK,120,Coal,-0.0,Export
FR,DK,120,Coal,-0.0,Export
NO,DK,120,Coal,-0.0,Export
DK,DK,120,Coal,-0.0,Export
UK,DK,120,Coal,-0.0,Export
DE,UK,120,Coal,-0.0,Export
FR,UK,120,Coal,-0.0,Export
NO,UK,120,Coal,-0.0,Export
DK,UK,120,Coal,-0.0,Export
UK,UK,120,Coal,-0.0,Export
DE,DE,1,Gas,-0.0,Export
FR,DE,1,Gas,-0.0,Export
NO,DE,1,Gas,-0.0,Export
DK,DE,1,Gas,-0.0,Export
UK,DE,1,Gas,-0.0,Export
DE,FR,1,Gas,-0.0,Export
FR,FR,1,Gas,-0.0,Export
NO,FR,1,Gas,-0.0,Export
DK,FR,1,Gas,-0.0,Export
UK,FR,1,Gas,-0.0,Export
DE,NO,1,Gas,-0.0,Export
FR,NO,1,Gas,-0.0,Export
NO,NO,1,Gas,-0.0,Export
DK,NO,1,Gas,-0.0,Export
UK,NO,1,Gas,-0.0,Export
DE,DK,1,Gas,-0.0,Export
FR,DK,1,Gas,-0.0,Export
NO,DK,1,Gas,-0.0,Export
DK,DK,1,Gas,-0.0,Export
UK,DK,1,Gas,-0.0,Export
DE,UK,1,Gas,-0.0,Export
FR,UK,1,Gas,-0.0,Export
NO,UK,1,Gas,-0.0,Export
DK,UK,1,Gas,-0.0,Export
UK,UK,1,Gas,-0.0,Export
DE,DE,2,Gas,-0.0,Export
FR,DE,2,Gas,-0.0,Export
NO,DE,2,Gas,-0.0,Export
DK,DE,2,Gas,-0.0,Export
UK,DE,2,Gas,-0.0,Export
DE,FR,2,Gas,-0.0,Export
FR,FR,2,Gas,-0.0,Export
NO,FR,2,Gas,-0.0,Export
DK,FR,2,Gas,-0.0,Export
UK,FR,2,Gas,-0.0,Export
DE,NO,2,Gas,-0.0,Export
FR,NO,2,Gas,-0.0,Export
NO,NO,2,Gas,-0.0,Export
DK,NO,2,Gas,-0.0,Export
UK,NO,2,Gas,-0.0,Export
DE,DK,2,Gas,-0.0,Export
FR,DK,2,Gas,-0.0,Export
NO,DK,2,Gas,-0.0,Export
DK,DK,2,Gas,-0.0,Export
UK,DK,2,Gas,-0.0,Export
DE,UK,2,Gas,-0.0,Export
FR,UK,2,Gas,-0.0,Export
NO,UK,2,Gas,-0.0,Export
DK,UK,2,Gas,-0.0,Export
UK,UK,2,Gas,-0.0,Export
DE,DE,3,Gas,-0.0,Export
FR,DE,3,Gas,-0.0,Export
NO,DE,3,Gas,-0.0,Export
DK,DE,3,Gas,-0.0,Export
UK,DE,3,Gas,-0.0,Export
DE,FR,3,Gas,-0.0,Export
FR,FR,3,Gas,-0.0,Export
NO,FR,3,Gas,-0.0,Export
DK,FR,3,Gas,-0.0,Export
UK,FR,3,Gas,-0.0,Export
DE,NO,3,Gas,-0.0,Export
FR,NO,3,Gas,-0.0,Export
NO,NO,3,Gas,-0.0,Export
DK,NO,3,Gas,-0.0,Export
UK,NO,3,Gas,-0.0,Export
DE,DK,3,Gas,-0.0,Export
FR,DK,3,Gas,-0.0,Export
NO,DK,3,Gas,-0.0,Export
DK,DK,3,Gas,-0.0,Export
UK,DK,3,Gas,-0.0,Export
DE,UK,3,Gas,-0.0,Export
FR,UK,3,Gas,-0.0,Export
NO,UK,3,Gas,-0.0,Export
DK,UK,3,Gas,-0.0,Export
UK,UK,3,Gas,-0.0,Export
DE,DE,4,Gas,-0.0,Export
FR,DE,4,Gas,-0.0,Export
NO,DE,4,Gas,-0.0,Export
DK,DE,4,Gas,-0.0,Export
UK,DE,4,Gas,-0.0,Export
DE,FR,4,Gas,-0.0,Export
FR,FR,4,Gas,-0.0,Export
NO,FR,4,Gas,-0.0,Export
DK,FR,4,Gas,-0.0,Export
UK,FR,4,Gas,-0.0,Export
DE,NO,4,Gas,-0.0,Export
FR,NO,4,Gas,-0.0,Export
NO,NO,4,Gas,-0.0,Export
DK,NO,4,Gas,-0.0,Export
UK,NO,4,Gas,-0.0,Export
DE,DK,4,Gas,-0.0,Export
FR,DK,4,Gas,-0.0,Export
NO,DK,4,Gas,-0.0,Export
DK,DK,4,Gas,-0.0,Export
UK,DK,4,Gas,-0.0,Export
DE,UK,4,Gas,-0.0,Export
FR,UK,4,Gas,-0.0,Export
NO,UK,4,Gas,-0.0,Export
DK,UK,4,Gas,-0.0,Export
UK,UK,4,Gas,-0.0,Export
DE,DE,5,Gas,-0.0,Export
FR,DE,5,Gas,-0.0,Export
NO,DE,5,Gas,-0.0,Export
DK,DE,5,Gas,-0.0,Export
UK,DE,5,Gas,-0.0,Export
DE,FR,5,Gas,-0.0,Export
FR,FR,5,Gas,-0.0,Export
NO,FR,5,Gas,-0.0,Export
DK,FR,5,Gas,-0.0,Export
UK,FR,5,Gas,-0.0,Export
DE,NO,5,Gas,-0.0,Export
FR,NO,5,Gas,-0.0,Export
NO,NO,5,Gas,-0.0,Export
DK,NO,5,Gas,-0.0,Export
UK,NO,5,Gas,-0.0,Export
DE,DK,5,Gas,-0.0,Export
FR,DK,5,Gas,-0.0,Export
NO,DK,5,Gas,-0.0,Export
DK,DK,5,Gas,-0.0,Export
UK,DK,5,Gas,-0.0,Export
DE,UK,5,Gas,-0.0,Export
FR,UK,5,Gas,-0.0,Export
NO,UK,5,Gas,-0.0,Export
DK,UK,5,Gas,-0.0,Export
UK,UK,5,Gas,-0.0,Export
DE,DE,6,Gas,-0.0,Export
FR,DE,6,Gas,-0.0,Export
NO,DE,6,Gas,-0.0,Export
DK,DE,6,Gas,-0.0,Export
UK,DE,6,Gas,-0.0,Export
DE,FR,6,Gas,-0.0,Export
FR,FR,6,Gas,-0.0,Export
NO,FR,6,Gas,-0.0,Export
DK,FR,6,Gas,-0.0,Export
UK,FR,6,Gas,-0.0,Export
DE,NO,6,Gas,-0.0,Export
FR,NO,6,Gas,-0.0,Export
NO,NO,6,Gas,-0.0,Export
DK,NO,6,Gas,-0.0,Export
UK,NO,6,Gas,-0.0,Export
DE,DK,6,Gas,-0.0,Export
FR,DK,6,Gas,-0.0,Export
NO,DK,6,Gas,-0.0,Export
DK,DK,6,Gas,-0.0,Export
UK,DK,6,Gas,-0.0,Export
DE,UK,6,Gas,-0.0,Export
FR,UK,6,Gas,-0.0,Export
NO,UK,6,Gas,-0.0,Export
DK,UK,6,Gas,-0.0,Export
UK,UK,6,Gas,-0.0,Export
DE,DE,7,Gas,-0.0,Export
FR,DE,7,Gas,-0.0,Export
NO,DE,7,Gas,-0.0,Export
DK,DE,7,Gas,-0.0,Export
UK,DE,7,Gas,-0.0,Export
DE,FR,7,Gas,-0.0,Export
FR,FR,7,Gas,-0.0,Export
NO,FR,7,Gas,-0.0,Export
DK,FR,7,Gas,-0.0,Export
UK,FR,7,Gas,-0.0,Export
DE,NO,7,Gas,-0.0,Export
FR,NO,7,Gas,-0.0,Export
NO,NO,7,Gas,-0.0,Export
DK,NO,7,Gas,-0.0,Export
UK,NO,7,Gas,-0.0,Export
DE,DK,7,Gas,-0.0,Export
FR,DK,7,Gas,-0.0,Export
NO,DK,7,Gas,-0.0,Export
DK,DK,7,Gas,-0.0,Export
UK,DK,7,Gas,-0.0,Export
DE,UK,7,Gas,-0.0,Export
FR,UK,7,Gas,-0.0,Export
NO,UK,7,Gas,-0.0,Export
DK,UK,7,Gas,-0.0,Export
UK,UK,7,Gas,-0.0,Export
DE,DE,8,Gas,-0.0,Export
FR,DE,8,Gas,-0.0,Export
NO,DE,8,Gas,-0.0,Export
DK,DE,8,Gas,-0.0,Export
UK,DE,8,Gas,-0.0,Export
DE,FR,8,Gas,-0.0,Export
FR,FR,8,Gas,-0.0,Export
NO,FR,8,Gas,-0.0,Export
DK,FR,8,Gas,-0.0,Export
UK,FR,8,Gas,-0.0,Export
DE,NO,8,Gas,-0.0,Export
FR,NO,8,Gas,-0.0,Export
NO,NO,8,Gas,-0.0,Export
DK,NO,8,Gas,-0.0,Export
UK,NO,8,Gas,-0.0,Export
DE,DK,8,Gas,-0.0,Export
FR,DK,8,Gas,-0.0,Export
NO,DK,8,Gas,-0.0,Export
DK,DK,8,Gas,-0.0,Export
UK,DK,8,Gas,-0.0,Export
DE,UK,8,Gas,-0.0,Export
FR,UK,8,Gas,-0.0,Export
NO,UK,8,Gas,-0.0,Export
DK,UK,8,Gas,-0.0,Export
UK,UK,8,Gas,-0.0,Export
DE,DE,9,Gas,-0.0,Export
FR,DE,9,Gas,-0.0,Export
NO,DE,9,Gas,-0.0,Export
DK,DE,9,Gas,-0.0,Export
UK,DE,9,Gas,-0.0,Export
DE,FR,9,Gas,-0.0,Export
FR,FR,9,Gas,-0.0,Export
NO,FR,9,Gas,-0.0,Export
DK,FR,9,Gas,-0.0,Export
UK,FR,9,Gas,-0.0,Export
DE,NO,9,Gas,-0.0,Export
FR,NO,9,Gas,-0.0,Export
NO,NO,9,Gas,-0.0,Export
DK,NO,9,Gas,-0.0,Export
UK,NO,9,Gas,-0.0,Export
DE,DK,9,Gas,-0.0,Export
FR,DK,9,Gas,-0.0,Export
NO,DK,9,Gas,-0.0,Export
DK,DK,9,Gas,-0.0,Export
UK,DK,9,Gas,-0.0,Export
DE,UK,9,Gas,-0.0,Export
FR,UK,9,Gas,-0.0,Export
NO,UK,9,Gas,-0.0,Export
DK,UK,9,Gas,-0.0,Export
UK,UK,9,Gas,-0.0,Export
DE,DE,10,Gas,-0.0,Export
FR,DE,10,Gas,-0.0,Export
NO,DE,10,Gas,-0.0,Export
DK,DE,10,Gas,-0.0,Export
UK,DE,10,Gas,-0.0,Export
DE,FR,10,Gas,-0.0,Export
FR,FR,10,Gas,-0.0,Export
NO,FR,10,Gas,-0.0,Export
DK,FR,10,Gas,-0.0,Export
UK,FR,10,Gas,-0.0,Export
DE,NO,10,Gas,-0.0,Export
FR,NO,10,Gas,-0.0,Export
NO,NO,10,Gas,-0.0,Export
DK,NO,10,Gas,-0.0,Export
UK,NO,10,Gas,-0.0,Export
DE,DK,10,Gas,-0.0,Export
FR,DK,10,Gas,-0.0,Export
NO,DK,10,Gas,-0.0,Export
DK,DK,10,Gas,-0.0,Export
UK,DK,10,Gas,-0.0,Export
DE,UK,10,Gas,-0.0,Export
FR,UK,10,Gas,-0.0,Export
NO,UK,10,Gas,-0.0,Export
DK,UK,10,Gas,-0.0,Export
UK,UK,10,Gas,-0.0,Export
DE,DE,11,Gas,-0.0,Export
FR,DE,11,Gas,-0.0,Export
NO,DE,11,Gas,-0.0,Export
DK,DE,11,Gas,-0.0,Export
UK,DE,11,Gas,-0.0,Export
DE,FR,11,Gas,-0.0,Export
FR,FR,11,Gas,-0.0,Export
NO,FR,11,Gas,-0.0,Export
DK,FR,11,Gas,-0.0,Export
UK,FR,11,Gas,-0.0,Export
DE,NO,11,Gas,-0.0,Export
FR,NO,11,Gas,-0.0,Export
NO,NO,11,Gas,-0.0,Export
DK,NO,11,Gas,-0.0,Export
UK,NO,11,Gas,-0.0,Export
DE,DK,11,Gas,-0.0,Export
FR,DK,11,Gas,-0.0,Export
NO,DK,11,Gas,-0.0,Export
DK,DK,11,Gas,-0.0,Export
UK,DK,11,Gas,-0.0,Export
DE,UK,11,Gas,-0.0,Export
FR,UK,11,Gas,-0.0,Export
NO,UK,11,Gas,-0.0,Export
DK,UK,11,Gas,-0.0,Export
UK,UK,11,Gas,-0.0,Export
DE,DE,12,Gas,-0.0,Export
FR,DE,12,Gas,-0.0,Export
NO,DE,12,Gas,-0.0,Export
DK,DE,12,Gas,-0.0,Export
UK,DE,12,Gas,-0.0,Export
DE,FR,12,Gas,-0.0,Export
FR,FR,12,Gas,-0.0,Export
NO,FR,12,Gas,-0.0,Export
DK,FR,12,Gas,-0.0,Export
UK,FR,12,Gas,-0.0,Export
DE,NO,12,Gas,-0.0,Export
FR,NO,12,Gas,-0.0,Export
NO,NO,12,Gas,-0.0,Export
DK,NO,12,Gas,-0.0,Export
UK,NO,12,Gas,-0.0,Export
DE,DK,12,Gas,-0.0,Export
